user_id,Recency,Frequency,Monetary
21535621,559,1,68.38
21707370,466,1,68.38
21740344,448,1,68.38
21778004,435,1,68.38
21963589,269,1,68.38
21977655,246,1,68.38
21977757,253,1,68.38
22098907,101,1,68.38
22124999,85,1,68.38
7211544,423,1,68.37
10024720,477,1,68.37
14985584,375,1,68.37
18539826,425,1,68.37
19067720,313,1,68.37
19938414,455,1,68.37
20116710,82,2,68.37
20223548,40,1,68.37
20539918,451,1,68.37
20853740,151,2,68.37
20894505,420,2,68.37
21682415,476,1,68.37
21709344,465,1,68.37
21740500,265,1,68.37
21777558,435,1,68.37
21786123,431,1,68.37
21961270,268,1,68.37
9941077,467,1,68.36
15288853,263,2,68.36
19320544,249,1,68.36
20784351,421,1,68.36
20823817,505,1,68.36
21150699,86,2,68.36
21654122,486,1,68.36
21656033,485,1,68.36
21669541,102,2,68.36
21775259,435,1,68.36
21777716,433,1,68.36
21791147,380,1,68.36
21867210,386,1,68.36
21910988,331,1,68.36
21985802,244,1,68.36
21993359,242,1,68.36
22144990,54,2,68.36
22184229,19,2,68.36
5457354,508,1,68.35
7924966,328,1,68.35
11627314,489,1,68.35
17034811,560,1,68.35
18149574,500,1,68.35
18878368,574,1,68.35
20462211,504,1,68.35
20964737,416,1,68.35
21243796,14,2,68.35
21512467,8,2,68.35
21525628,413,1,68.35
21594055,509,1,68.35
21751095,151,2,68.35
21846679,399,1,68.35
21876764,380,1,68.35
21882093,354,1,68.35
22211463,11,2,68.35
13757498,238,1,68.34
18856064,257,1,68.34
20524305,301,1,68.34
20761777,495,1,68.34
21187514,576,1,68.34
21326230,494,1,68.34
21385444,544,1,68.34
21526649,566,1,68.34
21612757,500,1,68.34
21733844,454,1,68.34
21737653,453,1,68.34
21774010,437,1,68.34
21807982,421,1,68.34
21816208,297,2,68.34
21829324,411,1,68.34
21839778,403,1,68.34
21916818,324,1,68.34
21947968,264,1,68.34
21954326,279,1,68.34
21956675,276,1,68.34
22169714,46,1,68.34
10426079,488,1,68.33
13150773,56,2,68.33
20221699,510,1,68.33
20255573,522,1,68.33
21475617,299,1,68.33
21734394,449,1,68.33
21882177,376,1,68.33
21957116,276,1,68.33
8097502,547,1,68.32
11038266,407,1,68.32
13963035,536,1,68.32
19514297,40,1,68.32
20675960,434,1,68.32
20839841,370,1,68.32
20921105,479,1,68.32
20944059,512,1,68.32
21008764,452,1,68.32
21375391,425,1,68.32
21617820,499,1,68.32
21686467,468,1,68.32
21693335,472,2,68.32
21713105,324,1,68.32
21736634,453,1,68.32
21746578,449,1,68.32
21771702,408,2,68.32
21781320,420,2,68.32
21790670,429,1,68.32
21981994,250,1,68.32
22115044,59,2,68.32
22133527,80,1,68.32
22213262,22,1,68.32
22225018,12,1,68.32
1271665,498,1,68.31
1329565,80,1,68.31
7966078,286,1,68.31
18529661,492,1,68.31
20206448,96,1,68.31
20701823,501,1,68.31
21290218,507,1,68.31
21896899,361,1,68.31
22015947,207,1,68.31
22044063,157,1,68.31
22078911,121,1,68.31
22157480,64,1,68.31
1174001,71,1,68.3
4266412,147,1,68.3
6285093,103,1,68.3
7512196,49,1,68.3
7703005,154,1,68.3
8263760,54,1,68.3
8541743,3,1,68.3
8759373,89,1,68.3
9749233,161,1,68.3
9767610,40,1,68.3
10073602,149,1,68.3
10098092,120,1,68.3
10294456,1,1,68.3
10551106,71,1,68.3
11680893,273,1,68.3
12250474,113,1,68.3
13882329,261,1,68.3
13940734,149,1,68.3
14978759,78,1,68.3
15010833,161,1,68.3
15166547,295,1,68.3
15262808,565,1,68.3
15908451,39,1,68.3
16039892,146,1,68.3
16050610,16,1,68.3
17295358,399,1,68.3
17463189,47,1,68.3
17960236,76,1,68.3
18211992,118,1,68.3
18236605,488,1,68.3
18448703,42,1,68.3
18545499,482,1,68.3
19241359,33,1,68.3
19362933,575,1,68.3
19443839,84,1,68.3
19538401,520,1,68.3
19566778,162,1,68.3
19602383,37,1,68.3
19792930,90,1,68.3
19947703,61,1,68.3
20188699,60,1,68.3
20251772,309,1,68.3
20691047,4,1,68.3
21299799,574,1,68.3
21381083,415,1,68.3
21535206,559,1,68.3
21552524,502,1,68.3
21564185,533,1,68.3
21593332,509,1,68.3
21615757,500,1,68.3
21621606,498,1,68.3
21646666,489,1,68.3
21658828,32,1,68.3
21684560,158,1,68.3
21707558,466,1,68.3
21721351,460,1,68.3
21722655,459,1,68.3
21843060,149,1,68.3
21845248,400,1,68.3
21847012,399,1,68.3
21957998,246,1,68.3
21959335,61,1,68.3
21979015,253,1,68.3
22038500,157,1,68.3
22051617,148,1,68.3
22069486,129,1,68.3
22099721,104,1,68.3
22099966,104,1,68.3
22100027,104,1,68.3
22102833,101,1,68.3
22114517,92,1,68.3
22124976,85,1,68.3
22130531,82,1,68.3
22131437,81,1,68.3
22134992,77,1,68.3
22135538,79,1,68.3
22139911,76,1,68.3
22141814,75,1,68.3
22141895,75,1,68.3
22142630,75,1,68.3
22148792,71,1,68.3
22150183,70,1,68.3
22151902,68,1,68.3
22155118,66,1,68.3
22158916,63,1,68.3
22159595,63,1,68.3
22160144,62,1,68.3
22166748,58,1,68.3
22168707,57,1,68.3
22169811,56,1,68.3
22174475,51,1,68.3
22178552,51,1,68.3
22187416,37,1,68.3
22193188,39,1,68.3
22196670,36,1,68.3
22197894,34,1,68.3
22199294,33,1,68.3
22208249,26,1,68.3
22217412,19,1,68.3
22224242,4,1,68.3
22234098,1,1,68.3
3812023,531,1,68.29
6416400,515,1,68.29
6441108,472,1,68.29
6984754,443,1,68.29
7162978,475,1,68.29
8605154,480,1,68.29
8697439,467,1,68.29
8723381,482,1,68.29
9540181,442,1,68.29
9754147,483,1,68.29
10113499,3,1,68.29
10317587,128,1,68.29
10521015,435,1,68.29
10598456,501,1,68.29
10793849,539,1,68.29
10865775,462,1,68.29
11374035,28,1,68.29
11752560,261,2,68.29
11897556,498,1,68.29
12151724,480,1,68.29
12360238,98,1,68.29
12796034,472,1,68.29
12804808,388,1,68.29
13106220,571,1,68.29
13186475,292,1,68.29
13240081,383,1,68.29
13614328,464,1,68.29
13994625,55,1,68.29
14141086,506,1,68.29
14340925,237,1,68.29
14354074,56,1,68.29
14639262,24,1,68.29
14990058,432,1,68.29
15803288,246,1,68.29
17892339,81,1,68.29
17930622,50,1,68.29
17977882,28,1,68.29
18101799,480,1,68.29
18290171,563,1,68.29
18350631,233,1,68.29
18359297,373,1,68.29
18460317,26,1,68.29
18513124,15,1,68.29
19170600,334,1,68.29
19200187,470,1,68.29
19418288,400,1,68.29
19534046,5,1,68.29
19916664,421,1,68.29
20090120,339,1,68.29
20186867,562,1,68.29
20359735,25,1,68.29
21242425,258,1,68.29
21243975,482,1,68.29
21269528,322,1,68.29
21296891,526,1,68.29
21301403,441,1,68.29
21358502,559,1,68.29
21461114,458,1,68.29
21498413,141,1,68.29
21502681,411,1,68.29
21505951,575,1,68.29
21506219,575,1,68.29
21512738,572,1,68.29
21514208,572,1,68.29
21515447,571,1,68.29
21525332,565,1,68.29
21526039,566,1,68.29
21535963,559,1,68.29
21543194,554,1,68.29
21552844,545,1,68.29
21567014,528,1,68.29
21586790,508,1,68.29
21610008,496,1,68.29
21620244,498,1,68.29
21629418,496,1,68.29
21638182,493,1,68.29
21643022,491,1,68.29
21644376,490,1,68.29
21649347,477,1,68.29
21658395,485,1,68.29
21661323,483,1,68.29
21665061,482,1,68.29
21667480,481,1,68.29
21671294,480,1,68.29
21686579,474,1,68.29
21689587,473,1,68.29
21753491,446,1,68.29
21755293,443,1,68.29
21765389,441,1,68.29
21803589,423,1,68.29
21815167,418,1,68.29
21822221,413,1,68.29
21883950,362,1,68.29
21917365,323,1,68.29
21929136,307,1,68.29
21934543,297,1,68.29
21941224,288,1,68.29
22045851,155,1,68.29
22056032,144,1,68.29
22088193,114,1,68.29
22091707,111,1,68.29
22116628,91,1,68.29
22196019,36,1,68.29
22215455,20,1,68.29
22215866,19,1,68.29
22220332,16,1,68.29
22225113,11,1,68.29
22228537,8,1,68.29
1984089,502,1,68.28
2407168,455,1,68.28
4259110,1,1,68.28
8890838,478,1,68.28
9532263,311,1,68.28
9889445,457,1,68.28
10847402,2,1,68.28
10997718,535,1,68.28
11209017,529,1,68.28
11503449,413,1,68.28
13310203,444,1,68.28
15119108,28,2,68.28
18607292,389,1,68.28
19480160,501,1,68.28
19889803,377,1,68.28
20564367,453,1,68.28
20839488,50,1,68.28
20984543,497,1,68.28
21003180,558,1,68.28
21060663,7,1,68.28
21302098,562,1,68.28
21523144,568,1,68.28
21529297,564,1,68.28
21540950,555,1,68.28
21546933,507,1,68.28
21563610,313,1,68.28
21567448,527,1,68.28
21570405,499,1,68.28
21577040,520,1,68.28
21588322,512,1,68.28
21690341,473,1,68.28
21768369,440,1,68.28
21778297,435,1,68.28
21802851,423,1,68.28
21814909,418,1,68.28
21815896,418,1,68.28
21816199,417,1,68.28
21816813,417,1,68.28
21866194,387,1,68.28
21892515,361,1,68.28
21897718,360,1,68.28
21916437,324,1,68.28
22058365,135,2,68.28
22130572,55,1,68.28
22169768,56,1,68.28
22185489,45,1,68.28
22197963,10,1,68.28
22204312,29,1,68.28
22213730,22,1,68.28
22233323,2,1,68.28
6034300,28,1,68.27
6599709,564,1,68.27
8241492,2,1,68.27
9547793,351,1,68.27
9603288,481,1,68.27
10239882,363,1,68.27
12634863,370,1,68.27
18129023,476,1,68.27
18254976,436,1,68.27
18277127,355,1,68.27
18764168,408,1,68.27
18908127,11,1,68.27
20260786,564,1,68.27
20375421,571,1,68.27
20509013,453,1,68.27
20596432,568,1,68.27
20599869,485,1,68.27
20604537,486,1,68.27
20638146,497,1,68.27
20825753,473,1,68.27
21096952,508,1,68.27
21199906,415,1,68.27
21369249,506,1,68.27
21509504,574,1,68.27
21518085,570,1,68.27
21518306,570,1,68.27
21524692,566,1,68.27
21529108,486,1,68.27
21533982,495,1,68.27
21577481,519,1,68.27
21586941,513,1,68.27
21599731,505,1,68.27
21612638,500,1,68.27
21629980,495,1,68.27
21638116,493,1,68.27
21642389,491,1,68.27
21653617,460,1,68.27
21684787,475,1,68.27
21715327,462,1,68.27
21735667,454,1,68.27
21786708,431,1,68.27
21807493,421,1,68.27
21809021,420,1,68.27
21846850,399,1,68.27
21847979,399,1,68.27
21862438,389,1,68.27
21881615,370,1,68.27
21887797,371,1,68.27
21902840,351,1,68.27
21939551,258,1,68.27
21942324,291,1,68.27
21944659,288,1,68.27
21963920,262,1,68.27
21971727,261,1,68.27
22016016,207,1,68.27
22056260,43,1,68.27
22102874,101,1,68.27
22208370,26,1,68.27
5115885,392,1,68.26
8098773,508,1,68.26
8661878,386,1,68.26
8726629,575,1,68.26
11249012,329,1,68.26
15146928,497,1,68.26
20308609,448,1,68.26
20517679,486,1,68.26
20540185,403,1,68.26
21016693,387,1,68.26
21178295,256,1,68.26
21197409,423,1,68.26
21437745,443,1,68.26
21459268,555,1,68.26
21503679,576,1,68.26
21527192,565,1,68.26
21530974,563,1,68.26
21554677,537,1,68.26
21572055,523,1,68.26
21580830,517,1,68.26
21583491,515,1,68.26
21598924,501,1,68.26
21602102,501,1,68.26
21613965,498,1,68.26
21622797,498,1,68.26
21629326,496,1,68.26
21647740,489,1,68.26
21653331,487,1,68.26
21656224,478,1,68.26
21658352,485,1,68.26
21661404,481,1,68.26
21662532,479,1,68.26
21673438,479,1,68.26
21676165,474,1,68.26
21677155,478,1,68.26
21679093,477,1,68.26
21684976,475,1,68.26
21688615,473,1,68.26
21694110,471,1,68.26
21695297,471,1,68.26
21704106,467,1,68.26
21711334,464,1,68.26
21721661,459,1,68.26
21729678,456,1,68.26
21734910,454,1,68.26
21738751,445,1,68.26
21748846,448,1,68.26
21755444,445,1,68.26
21762762,442,1,68.26
21797216,387,1,68.26
21799679,424,1,68.26
21807036,419,1,68.26
21810530,415,2,68.26
21825911,413,1,68.26
21852231,381,1,68.26
21871232,384,1,68.26
21874019,381,1,68.26
21892785,366,1,68.26
21899652,357,1,68.26
21919591,320,1,68.26
21942707,290,1,68.26
21943688,289,1,68.26
21950743,277,1,68.26
21952421,281,1,68.26
22034402,167,1,68.26
7192437,76,2,68.25
8881607,451,1,68.25
9354072,264,1,68.25
13160443,496,1,68.25
17977577,390,1,68.25
20821422,357,1,68.25
20823768,515,1,68.25
21499136,483,1,68.25
21513539,572,1,68.25
21523312,566,1,68.25
21564168,486,1,68.25
21576151,520,1,68.25
21621082,498,1,68.25
21629009,496,1,68.25
21708370,463,1,68.25
21736657,453,1,68.25
21799565,424,2,68.25
21840813,403,1,68.25
21842316,402,1,68.25
21846241,400,1,68.25
21855870,393,1,68.25
21858905,391,1,68.25
21865593,388,1,68.25
21868735,386,1,68.25
21871058,384,1,68.25
21872320,383,1,68.25
21880399,364,1,68.25
21889289,370,1,68.25
21895324,329,1,68.25
21914512,327,1,68.25
21925190,313,1,68.25
21946062,287,1,68.25
21957061,276,1,68.25
22088268,0,2,68.25
12583304,536,1,68.24
13773433,515,1,68.24
13899393,461,2,68.24
16529366,396,1,68.24
19803226,180,2,68.24
20297826,564,2,68.24
20485424,68,2,68.24
20847560,576,1,68.24
21506993,575,1,68.24
21572832,523,1,68.24
21631205,495,1,68.24
21657721,485,1,68.24
21680866,338,1,68.24
21784237,422,1,68.24
21809848,395,2,68.24
21815519,418,1,68.24
21868340,363,1,68.24
21904335,348,1,68.24
21919515,321,1,68.24
21929403,300,1,68.24
22018382,203,1,68.24
22062337,137,1,68.24
9508729,339,1,68.23
12577755,316,1,68.23
17876875,11,2,68.23
19220362,247,1,68.23
20475582,400,1,68.23
21164575,575,1,68.23
21622823,498,1,68.23
21625394,497,1,68.23
21701200,455,1,68.23
21995189,240,1,68.23
22168945,53,2,68.23
11260071,510,1,68.22
16400396,317,1,68.22
18134427,521,1,68.22
19213052,568,1,68.22
20692143,118,1,68.22
21602367,498,1,68.22
21679406,477,1,68.22
21698441,470,1,68.22
21715036,262,1,68.22
21729609,454,1,68.22
21736677,450,1,68.22
21751665,447,1,68.22
21775765,436,1,68.22
21795781,426,1,68.22
21850240,397,1,68.22
21931217,305,1,68.22
7428539,491,1,68.21
9445517,259,1,68.21
13856084,483,1,68.21
18055700,179,1,68.21
19992192,488,1,68.21
21111189,325,1,68.21
21567327,522,1,68.21
21580298,517,1,68.21
21612141,500,1,68.21
21723392,369,1,68.21
21742707,450,1,68.21
21799488,424,1,68.21
21826078,410,1,68.21
21846483,399,1,68.21
21988692,238,1,68.21
22017578,204,1,68.21
22070637,58,1,68.21
5101332,246,1,68.2
5562356,507,1,68.2
10308010,552,1,68.2
13542827,245,1,68.2
13904277,483,1,68.2
15027163,558,1,68.2
15198730,189,2,68.2
18079588,541,1,68.2
19821715,174,1,68.2
20624636,481,1,68.2
21162247,102,1,68.2
21429165,527,1,68.2
21450147,524,1,68.2
21550048,547,1,68.2
21565591,531,1,68.2
21630537,364,1,68.2
21763800,394,1,68.2
21788061,428,1,68.2
21879659,212,2,68.2
21899654,71,1,68.2
21913832,326,1,68.2
21934952,300,1,68.2
22169674,56,1,68.2
22186460,44,1,68.2
6397700,420,1,68.19
9828833,239,1,68.19
9992425,358,1,68.19
13757618,97,1,68.19
18924896,575,1,68.19
19085967,371,1,68.19
20268450,492,1,68.19
21058707,575,1,68.19
21763012,442,1,68.19
21818020,417,1,68.19
21859351,391,1,68.19
21877302,380,1,68.19
21879780,295,1,68.19
21918377,322,1,68.19
21946126,252,1,68.19
22131928,81,1,68.19
22170795,56,1,68.19
9651793,490,1,68.18
10674900,14,1,68.18
14029341,271,1,68.18
18395507,250,1,68.18
19830439,535,1,68.18
21577212,520,1,68.18
21607469,501,1,68.18
21630323,494,1,68.18
21665360,482,1,68.18
21690362,472,1,68.18
21784088,432,1,68.18
21803196,422,1,68.18
21826083,395,1,68.18
21906364,344,1,68.18
21921862,318,1,68.18
21936892,298,2,68.18
21963069,269,1,68.18
22026595,185,1,68.18
22033459,175,1,68.18
22202482,31,1,68.18
7506177,430,1,68.17
8079529,416,1,68.17
11819599,426,1,68.17
13047284,501,1,68.17
14672594,365,1,68.17
18154846,568,1,68.17
19411273,485,1,68.17
20110988,237,1,68.17
20566724,552,1,68.17
21608898,502,1,68.17
21686281,375,1,68.17
21746447,449,1,68.17
21775492,436,1,68.17
21837600,406,1,68.17
21895168,363,1,68.17
21914603,327,1,68.17
21986010,247,1,68.17
22012988,212,1,68.17
22153211,47,2,68.17
13938735,377,1,68.16
15801986,519,1,68.16
18354760,504,1,68.16
18554557,415,1,68.16
20362746,576,1,68.16
21512930,572,1,68.16
21691183,472,1,68.16
21814058,418,1,68.16
21817951,415,1,68.16
21915573,285,1,68.16
21972257,260,1,68.16
21988266,245,1,68.16
21992776,242,1,68.16
22072702,37,2,68.16
22136499,78,1,68.16
22173028,54,1,68.16
13530647,422,1,68.15
13625615,244,1,68.15
13871673,319,1,68.15
18542166,452,1,68.15
20495864,338,1,68.15
21476945,567,1,68.15
21595483,508,1,68.15
21599492,379,1,68.15
21654065,486,1,68.15
21654240,486,1,68.15
21656958,485,1,68.15
21697581,470,1,68.15
21771298,439,1,68.15
21771383,439,1,68.15
21803807,418,1,68.15
21900216,316,1,68.15
21919880,320,1,68.15
21993736,242,1,68.15
7797075,264,1,68.14
9436300,280,1,68.14
9470264,66,1,68.14
18192943,262,1,68.14
18911711,255,1,68.14
18936257,519,1,68.14
21119261,57,2,68.14
21598434,506,1,68.14
21822030,411,1,68.14
21864166,386,1,68.14
21936334,298,1,68.14
21953949,279,1,68.14
22007760,222,1,68.14
22221435,15,1,68.14
1761929,21,1,68.13
5222387,415,1,68.13
11777169,17,2,68.13
13130591,362,1,68.13
15773933,448,1,68.13
16357077,483,1,68.13
16484011,425,1,68.13
19484845,46,1,68.13
21568213,526,1,68.13
21611000,501,2,68.13
21670250,480,1,68.13
21772652,438,1,68.13
21800539,422,1,68.13
21829697,410,1,68.13
21855769,393,1,68.13
22063301,135,1,68.13
22154615,65,1,68.13
22200845,22,2,68.13
6288806,521,1,68.12
8406569,273,1,68.12
9115210,448,1,68.12
11951225,254,2,68.12
13473711,327,1,68.12
15152697,221,1,68.12
16877936,397,1,68.12
17421123,364,1,68.12
18353759,472,1,68.12
19352008,250,1,68.12
19399494,304,1,68.12
19953393,444,1,68.12
20519183,224,1,68.12
21565079,532,1,68.12
21576857,488,1,68.12
21597654,331,1,68.12
21633334,492,1,68.12
21686305,474,1,68.12
21696488,470,1,68.12
21708909,465,1,68.12
21721104,459,1,68.12
21730656,441,1,68.12
21760053,444,1,68.12
21787303,430,1,68.12
21820554,410,1,68.12
21917177,324,1,68.12
21937973,296,1,68.12
21972332,256,1,68.12
21981866,250,2,68.12
22159840,63,2,68.12
1630844,450,1,68.11
5548425,424,1,68.11
8233659,37,2,68.11
8478909,484,1,68.11
8877814,541,1,68.11
9055199,276,1,68.11
12790561,451,1,68.11
13155426,481,1,68.11
14133449,407,1,68.11
18895160,537,1,68.11
20338103,552,1,68.11
20575673,544,1,68.11
20724994,244,1,68.11
21265471,441,1,68.11
21531491,563,1,68.11
21631979,495,1,68.11
21717281,461,1,68.11
21815937,418,1,68.11
21846255,400,1,68.11
21915777,323,1,68.11
21966759,266,1,68.11
21966899,266,1,68.11
21978635,254,1,68.11
21993781,241,1,68.11
22081667,119,1,68.11
22090055,112,1,68.11
8535521,75,1,68.1
12652647,118,2,68.1
12755551,439,1,68.1
13306092,257,1,68.1
15098392,9,1,68.1
15140218,25,2,68.1
15628187,302,1,68.1
16525124,562,1,68.1
16919364,417,1,68.1
17465396,443,1,68.1
18917411,435,1,68.1
19846653,118,1,68.1
19882090,20,1,68.1
21014408,575,1,68.1
21536900,558,1,68.1
21541930,493,1,68.1
21603818,486,1,68.1
21607261,502,1,68.1
21717882,319,1,68.1
21720832,421,1,68.1
21774091,437,1,68.1
21787921,430,1,68.1
21794930,426,1,68.1
21873819,382,1,68.1
21875172,382,1,68.1
21885012,374,1,68.1
21909188,331,1,68.1
21968360,264,1,68.1
22034644,173,1,68.1
22039379,164,1,68.1
22048845,107,1,68.1
22051023,149,1,68.1
22053042,147,1,68.1
22053657,132,1,68.1
22058834,140,1,68.1
22066662,92,1,68.1
22088047,114,1,68.1
22097389,106,1,68.1
22098622,96,1,68.1
22103552,101,1,68.1
22108561,96,1,68.1
22109214,96,1,68.1
22110824,95,1,68.1
22112570,93,1,68.1
22122254,87,1,68.1
22122723,79,1,68.1
22123498,83,1,68.1
22124948,85,1,68.1
22125540,85,1,68.1
22129504,83,1,68.1
22131537,81,1,68.1
22135343,79,1,68.1
22140517,76,1,68.1
22156538,65,1,68.1
22188421,43,1,68.1
22194906,28,1,68.1
22201300,32,1,68.1
22206248,28,1,68.1
22208516,25,1,68.1
22211330,21,1,68.1
22214773,21,1,68.1
8343226,216,1,68.09
9768638,446,1,68.09
9896740,73,1,68.09
18731016,92,1,68.09
20183316,309,1,68.09
21533069,561,1,68.09
21567963,476,1,68.09
21674347,479,1,68.09
21750124,448,1,68.09
21778591,435,1,68.09
21927333,310,1,68.09
21930359,306,1,68.09
21977808,243,1,68.09
21984009,249,1,68.09
22010528,217,1,68.09
22011316,120,1,68.09
22049121,151,1,68.09
22063452,16,1,68.09
22071179,128,1,68.09
22071777,127,1,68.09
22087767,114,1,68.09
22092979,110,1,68.09
22093593,110,1,68.09
22097193,106,1,68.09
22117898,90,1,68.09
22121202,75,1,68.09
22142900,18,1,68.09
22163378,60,1,68.09
22164153,60,1,68.09
22177574,52,1,68.09
22193025,36,1,68.09
22205512,28,1,68.09
22216034,19,1,68.09
22220993,15,1,68.09
22233330,2,1,68.09
22233471,0,1,68.09
22234097,1,1,68.09
2028565,499,1,68.08
3318453,426,1,68.08
8421496,273,1,68.08
8771960,428,1,68.08
9937820,304,1,68.08
10959902,453,1,68.08
12770627,85,1,68.08
18188422,114,1,68.08
20137716,498,1,68.08
21357505,435,2,68.08
21486934,572,1,68.08
21507102,575,1,68.08
21510820,573,1,68.08
21574191,518,1,68.08
21595022,508,1,68.08
21611753,496,1,68.08
21639724,491,1,68.08
21693091,472,1,68.08
21755789,435,1,68.08
21791124,423,1,68.08
21812362,419,1,68.08
21850368,397,1,68.08
21875269,381,1,68.08
21877953,99,2,68.08
21904657,348,1,68.08
21912673,330,1,68.08
21927039,299,1,68.08
22010531,217,1,68.08
22089482,85,2,68.08
22163515,60,1,68.08
22187801,43,1,68.08
22189615,42,1,68.08
22201991,31,1,68.08
22202950,26,1,68.08
22206736,27,1,68.08
22225965,10,1,68.08
7541282,567,1,68.07
8370609,445,1,68.07
13566230,380,1,68.07
13659077,421,1,68.07
14559517,401,1,68.07
20790393,120,2,68.07
20983285,575,1,68.07
21305728,555,1,68.07
21422259,263,1,68.07
21673489,53,1,68.07
21707263,466,1,68.07
21753012,444,1,68.07
21766799,441,1,68.07
21802617,422,1,68.07
21826796,412,1,68.07
21845690,400,1,68.07
21932069,303,1,68.07
22149531,67,1,68.07
22154002,67,1,68.07
22205635,28,1,68.07
22220393,16,1,68.07
22222143,14,1,68.07
1980449,309,1,68.06
10743605,442,1,68.06
17913215,245,1,68.06
20313320,409,1,68.06
21216684,468,2,68.06
21272683,411,1,68.06
21527042,566,1,68.06
21616805,499,1,68.06
21714917,463,1,68.06
21755157,389,1,68.06
21852851,381,1,68.06
21905029,347,1,68.06
22005826,225,1,68.06
22094026,109,1,68.06
3364390,246,1,68.05
7855836,421,1,68.05
9160625,478,1,68.05
11802385,498,1,68.05
11964512,52,2,68.05
14671823,303,1,68.05
17389318,566,2,68.05
18615041,426,1,68.05
18830482,394,1,68.05
21266210,550,1,68.05
21597277,506,1,68.05
21628639,479,1,68.05
21648445,489,1,68.05
21656287,486,1,68.05
21775336,436,1,68.05
21883541,375,1,68.05
21886339,371,1,68.05
21939949,294,1,68.05
21978951,252,1,68.05
22037721,167,1,68.05
22051681,132,3,68.05
7632364,202,2,68.04
12820381,301,1,68.04
14896433,445,1,68.04
15708662,436,1,68.04
17056555,11,2,68.04
19080683,484,1,68.04
19918585,511,1,68.04
19928091,21,2,68.04
20645231,498,1,68.04
21575422,510,1,68.04
21601822,500,1,68.04
21636136,488,2,68.04
21671506,480,1,68.04
21737611,453,1,68.04
21766207,439,1,68.04
21778888,427,1,68.04
21802566,356,1,68.04
22083934,117,1,68.04
22180803,49,1,68.04
10181764,529,1,68.03
17721718,342,1,68.03
20127074,335,1,68.03
21599562,499,1,68.03
21705951,466,1,68.03
21757726,445,1,68.03
21779096,434,1,68.03
21843854,328,2,68.03
21861131,386,1,68.03
21916090,324,1,68.03
21924514,314,1,68.03
21970249,262,1,68.03
7826144,403,2,68.02
10168782,248,1,68.02
12759050,464,1,68.02
20920491,464,1,68.02
21738715,452,1,68.02
21856287,301,1,68.02
21917139,324,1,68.02
21937747,277,1,68.02
22028613,184,1,68.02
22210146,2,2,68.02
22210849,24,1,68.02
5434331,505,1,68.01
7798603,68,1,68.01
12826400,507,1,68.01
13451539,498,1,68.01
14185462,262,1,68.01
14371024,501,1,68.01
19309773,421,1,68.01
19386367,96,1,68.01
21137397,493,1,68.01
21320022,497,1,68.01
21572358,463,2,68.01
21592037,510,1,68.01
21615990,499,1,68.01
21688665,473,1,68.01
21708841,465,1,68.01
21723620,383,1,68.01
21727904,457,1,68.01
21828179,411,1,68.01
21837073,406,1,68.01
21846685,399,1,68.01
21877658,380,1,68.01
21878868,378,1,68.01
21912711,329,1,68.01
21934587,300,1,68.01
21946677,286,1,68.01
21981427,251,1,68.01
22114552,68,2,68.01
4598329,383,1,68
9508744,62,1,68
11453701,257,1,68
15207057,341,1,68
17855256,503,1,68
19506357,408,1,68
19848062,576,1,68
20973326,565,1,68
21743793,450,1,68
21882620,374,1,68
21946299,83,2,68
21975531,256,1,68
22031043,175,1,68
22228300,8,1,68
3962193,491,1,67.99
6470203,462,1,67.99
9365503,366,1,67.99
9570417,404,1,67.99
10235291,93,1,67.99
11026417,108,1,67.99
11413270,122,1,67.99
11963684,413,1,67.99
13662302,463,1,67.99
13820194,433,1,67.99
15046494,435,1,67.99
15662728,506,1,67.99
15949811,423,1,67.99
16124055,402,1,67.99
16920429,567,1,67.99
17731120,147,1,67.99
18430121,554,1,67.99
18743703,106,1,67.99
19176149,280,1,67.99
19397452,567,1,67.99
20344792,152,1,67.99
20835587,493,1,67.99
20881240,513,1,67.99
21113322,573,1,67.99
21369401,494,1,67.99
21391232,476,1,67.99
21445796,217,1,67.99
21553251,544,1,67.99
21604769,503,1,67.99
21605463,503,1,67.99
21609602,501,1,67.99
21619456,498,1,67.99
21637245,493,1,67.99
21641993,491,1,67.99
21661956,483,1,67.99
21676876,478,1,67.99
21677088,478,1,67.99
21776558,436,1,67.99
21780195,434,1,67.99
21794211,427,1,67.99
21848307,398,1,67.99
21869834,384,1,67.99
21886157,373,1,67.99
21925762,201,2,67.99
22108300,72,1,67.99
22131362,80,1,67.99
2443227,337,1,67.98
3087260,381,1,67.98
6724181,492,1,67.98
7242457,79,1,67.98
9490157,61,1,67.98
10870457,571,1,67.98
13405874,476,1,67.98
13452724,383,1,67.98
14612514,129,1,67.98
14638766,107,1,67.98
15780667,513,1,67.98
15784627,372,1,67.98
17426256,94,1,67.98
18441848,474,1,67.98
18939035,502,1,67.98
18968751,397,1,67.98
19358295,566,1,67.98
19398980,77,1,67.98
19429065,43,1,67.98
19500418,467,1,67.98
19505951,149,1,67.98
19509135,137,1,67.98
20291836,141,1,67.98
20856240,279,1,67.98
21441294,254,1,67.98
21525737,566,1,67.98
21526567,461,1,67.98
21533916,560,1,67.98
21534011,561,1,67.98
21574707,522,1,67.98
21580517,517,1,67.98
21620390,498,1,67.98
21643596,80,1,67.98
21656941,485,1,67.98
21681486,476,1,67.98
21684461,475,1,67.98
21694089,471,1,67.98
