user_id,Recency,Frequency,Monetary
21345854,516,2,81.84
21541223,555,1,81.84
21596942,507,1,81.84
21618079,499,1,81.84
21784501,432,1,81.84
22137045,70,1,81.84
22139661,49,1,81.84
7792445,258,1,81.83
18123541,515,1,81.83
21470267,480,1,81.83
21627355,496,1,81.83
21784098,404,1,81.83
21804370,421,1,81.83
21968451,264,1,81.83
22126885,84,1,81.83
8819278,433,1,81.82
11179213,232,2,81.82
14776213,30,2,81.82
14977330,90,1,81.82
20616884,485,1,81.82
20802792,336,1,81.82
21671393,480,1,81.82
21717787,55,2,81.82
21821803,415,1,81.82
21836563,406,1,81.82
22127444,84,1,81.82
18018755,478,2,81.81
20293160,408,2,81.81
21598425,489,2,81.81
21711660,430,2,81.81
21987238,246,1,81.81
22132423,57,2,81.81
10391368,24,1,81.8
14150756,66,1,81.8
17415604,391,1,81.8
19281271,547,1,81.8
20706647,343,1,81.8
21153063,262,1,81.8
21361751,337,2,81.8
21466460,249,1,81.8
21498496,576,1,81.8
21698550,366,1,81.8
21830281,410,1,81.8
21904495,348,1,81.8
22105747,98,2,81.8
22181202,25,2,81.8
7331566,400,1,81.79
8437333,5,2,81.79
15573420,498,1,81.79
21132768,239,1,81.79
21206003,565,1,81.79
21712879,463,1,81.79
21907237,341,1,81.79
22162983,61,1,81.79
22181710,47,1,81.79
20941767,478,1,81.78
21235234,144,1,81.78
21858659,392,1,81.78
13013336,476,1,81.77
16416068,81,2,81.77
16553449,480,1,81.77
17440623,342,1,81.77
18866715,500,2,81.77
19855371,404,1,81.77
20634899,217,1,81.77
20735227,563,1,81.77
20809825,558,1,81.77
21258583,331,1,81.77
21496965,514,1,81.77
21667321,453,1,81.77
21881986,108,1,81.77
21905765,344,1,81.77
22086641,115,1,81.77
22108832,94,1,81.77
22201779,16,3,81.77
10958356,159,1,81.76
18271689,560,1,81.76
18930388,473,1,81.76
20455945,160,1,81.76
20470349,142,1,81.76
20801319,430,1,81.76
21060429,50,2,81.76
21431411,561,1,81.76
21481325,448,1,81.76
21505746,561,1,81.76
21514102,572,1,81.76
21531046,563,1,81.76
21532286,558,1,81.76
21604816,448,1,81.76
21627771,469,1,81.76
21635122,475,1,81.76
21699468,467,1,81.76
21718135,461,1,81.76
21823351,389,1,81.76
21824130,92,1,81.76
21871455,384,1,81.76
21875709,309,2,81.76
22001326,218,2,81.76
22042785,145,2,81.76
22091430,111,1,81.76
10299238,502,1,81.75
13565500,572,1,81.75
17143282,269,1,81.75
17511831,133,1,81.75
18608636,393,2,81.75
20201751,483,1,81.75
20339637,484,1,81.75
21533987,561,1,81.75
21561610,535,1,81.75
21581879,516,1,81.75
21606575,501,1,81.75
21650432,488,1,81.75
21677094,478,1,81.75
21751081,447,1,81.75
21791390,428,1,81.75
21810387,420,1,81.75
21811539,419,1,81.75
21820962,403,1,81.75
21834952,401,1,81.75
21879871,360,2,81.75
21944782,288,1,81.75
21949571,284,1,81.75
21949965,283,1,81.75
22018511,203,1,81.75
22122467,86,1,81.75
22191077,27,2,81.75
5587229,28,1,81.74
16174302,268,1,81.74
17384458,86,2,81.74
20881292,420,1,81.74
21340971,25,2,81.74
21530968,556,1,81.74
21603260,482,2,81.74
21615982,499,1,81.74
21638130,493,1,81.74
21701346,468,1,81.74
21859463,391,1,81.74
22013313,211,1,81.74
22136071,79,1,81.74
22160439,62,1,81.74
468300,327,1,81.73
8159752,566,1,81.73
10993170,535,2,81.73
17513303,502,1,81.73
19791313,422,1,81.73
21533144,561,1,81.73
21588591,487,1,81.73
21726803,457,1,81.73
21931488,304,1,81.73
21960368,272,1,81.73
21998762,235,1,81.73
22054822,141,2,81.73
22221233,15,1,81.73
7442711,406,2,81.72
18780001,95,2,81.72
20980439,253,2,81.72
21177939,480,1,81.72
21836158,405,1,81.72
22098605,104,1,81.72
9852912,221,1,81.71
21449942,395,1,81.71
21783491,87,2,81.71
21943278,130,2,81.71
20780319,219,2,81.7
21506067,575,1,81.7
21789006,430,1,81.7
21921334,318,1,81.7
22019340,200,1,81.7
22137133,65,2,81.7
22227667,9,1,81.7
2987902,268,1,81.69
21551416,481,1,81.69
21709997,458,2,81.69
21741585,451,1,81.69
21791237,415,1,81.69
21798025,421,1,81.69
21838270,405,1,81.69
21904929,347,1,81.69
21969336,262,1,81.69
22024158,95,2,81.69
22156820,64,1,81.69
12049300,218,1,81.68
20135546,467,2,81.68
21375843,445,1,81.68
21593488,509,1,81.68
21698908,469,1,81.68
21958567,274,1,81.68
21992306,243,1,81.68
8909645,219,1,81.67
8959414,328,1,81.67
20206572,438,1,81.67
20567151,518,1,81.67
20769663,500,1,81.67
21671278,480,1,81.67
21926972,247,1,81.67
21947505,286,1,81.67
22043060,158,1,81.67
22136791,39,2,81.67
22208717,24,1,81.67
10985315,53,1,81.66
20712213,571,1,81.66
21508919,511,1,81.66
6647852,527,1,81.65
9687398,341,1,81.65
14784435,482,1,81.65
15398370,451,1,81.65
18786640,535,1,81.65
20254371,36,2,81.65
21648004,489,1,81.65
21911225,331,1,81.65
22027280,35,2,81.65
22087995,94,3,81.65
1206041,344,1,81.64
21145523,257,1,81.64
21171471,38,1,81.64
21873611,383,1,81.64
22089148,113,1,81.64
22148700,71,1,81.64
6306257,56,1,81.63
9500171,441,1,81.63
13278411,546,1,81.63
18862767,482,1,81.63
21652794,487,1,81.63
22006330,218,1,81.63
22151008,23,2,81.63
22152976,16,2,81.63
12725297,455,1,81.62
18303029,522,1,81.62
19371234,548,1,81.62
20181700,170,1,81.62
21163198,310,1,81.62
21621691,485,2,81.62
21994182,240,1,81.62
22015617,3,2,81.62
22139040,76,1,81.62
13350024,135,1,81.61
19063366,80,2,81.61
20465968,445,1,81.61
20951024,234,1,81.61
21083296,557,1,81.61
21316938,507,1,81.61
21630030,493,1,81.61
22164757,45,2,81.61
3278488,418,1,81.6
10546122,498,1,81.6
10968794,33,1,81.6
14770792,551,1,81.6
16734246,338,2,81.6
17388498,421,1,81.6
20090902,474,1,81.6
20948442,467,1,81.6
21140882,493,1,81.6
21290612,555,1,81.6
21751061,289,1,81.6
21988199,246,1,81.6
22170120,56,1,81.6
22210897,24,1,81.6
11466532,562,1,81.59
13489640,426,1,81.59
14511387,477,1,81.59
15086990,353,1,81.59
15468318,482,1,81.59
21435843,254,1,81.59
21496446,372,1,81.59
21568311,526,1,81.59
21724173,458,1,81.59
21820528,415,2,81.59
21987902,246,1,81.59
21989857,245,1,81.59
22003056,229,1,81.59
7855130,375,2,81.58
10764192,45,1,81.58
11276881,497,1,81.58
21523535,272,1,81.58
21607060,502,1,81.58
21727612,405,1,81.58
21945164,288,1,81.58
3080009,4,2,81.57
10833423,332,2,81.57
16738225,122,1,81.57
18880827,556,1,81.57
20750579,191,1,81.57
20961897,521,1,81.57
22009662,216,1,81.57
1126214,102,1,81.56
3120279,109,2,81.56
9263542,523,1,81.56
11204985,81,1,81.56
14174395,332,1,81.56
15578837,158,1,81.56
17687562,161,1,81.56
18615362,123,2,81.56
18904218,54,1,81.56
18966488,363,2,81.56
19536566,89,2,81.56
19539178,506,1,81.56
20470478,133,1,81.56
20608962,463,1,81.56
20953885,498,1,81.56
21183127,524,1,81.56
21523636,116,2,81.56
21809781,419,1,81.56
21915172,155,1,81.56
21988680,245,1,81.56
22069603,129,1,81.56
22082830,93,1,81.56
22084047,101,2,81.56
22089635,113,1,81.56
22090180,113,1,81.56
22095966,99,2,81.56
22111821,94,1,81.56
22122939,86,1,81.56
22203757,29,1,81.56
1474194,15,1,81.55
6893384,312,1,81.55
13220726,57,1,81.55
13467183,35,1,81.55
14900486,396,1,81.55
17715959,69,1,81.55
18482739,409,1,81.55
18824011,14,1,81.55
19229048,122,1,81.55
19232388,470,1,81.55
19281257,568,1,81.55
19867604,421,1,81.55
21489620,573,1,81.55
21520791,569,1,81.55
21573150,441,1,81.55
21579521,518,1,81.55
21618544,493,1,81.55
21807346,370,1,81.55
21937131,297,2,81.55
22054012,146,1,81.55
22059580,140,1,81.55
22072736,126,1,81.55
22089179,113,1,81.55
22142805,75,1,81.55
22172265,55,1,81.55
22181934,48,1,81.55
22198755,34,1,81.55
459024,499,1,81.54
8307643,496,1,81.54
8538824,382,1,81.54
9554970,564,1,81.54
14642528,519,1,81.54
17740493,53,1,81.54
18286388,570,1,81.54
18987033,416,1,81.54
19466152,457,1,81.54
19542181,322,1,81.54
19834650,177,2,81.54
20329980,465,1,81.54
20562612,35,2,81.54
20878762,69,1,81.54
21109948,297,2,81.54
21510311,573,1,81.54
21599396,505,1,81.54
21611250,499,1,81.54
21614609,500,1,81.54
21617194,499,1,81.54
21626365,472,1,81.54
21658991,485,1,81.54
21672850,479,1,81.54
21682604,476,1,81.54
21684117,475,1,81.54
21694850,471,1,81.54
21699993,469,1,81.54
21717340,425,2,81.54
21718931,461,1,81.54
21739021,449,1,81.54
21745838,450,1,81.54
21775504,436,1,81.54
21843525,402,1,81.54
21887004,372,1,81.54
21897925,360,1,81.54
21941686,200,2,81.54
22044614,156,1,81.54
22098516,105,1,81.54
22113824,90,2,81.54
22209488,25,1,81.54
22225585,11,1,81.54
1972441,6,1,81.53
2071815,11,1,81.53
3143724,217,2,81.53
8417630,10,1,81.53
8701338,451,1,81.53
13456364,491,1,81.53
19885289,509,1,81.53
20546472,574,1,81.53
21445467,556,1,81.53
21507021,567,1,81.53
21513075,572,1,81.53
21577464,502,1,81.53
21597889,499,1,81.53
21638767,492,1,81.53
21654009,486,1,81.53
21685552,475,1,81.53
21697931,470,1,81.53
21740998,451,1,81.53
21749848,414,1,81.53
21764022,442,1,81.53
21774877,437,1,81.53
21779968,427,1,81.53
21783612,431,1,81.53
21825921,413,1,81.53
21852104,125,2,81.53
21862242,390,1,81.53
21909975,309,2,81.53
21926800,311,1,81.53
448561,88,2,81.52
2627994,538,1,81.52
4165734,445,1,81.52
6432143,401,1,81.52
12561148,483,1,81.52
15344583,172,1,81.52
19270246,69,1,81.52
20055577,262,1,81.52
21586240,514,1,81.52
21682849,476,1,81.52
21768300,440,1,81.52
21811554,419,1,81.52
21853284,395,1,81.52
21879358,379,1,81.52
21961423,271,1,81.52
9795257,387,1,81.51
13770895,322,1,81.51
19223555,102,1,81.51
20404643,465,1,81.51
21577186,520,1,81.51
21900281,356,1,81.51
21959923,273,1,81.51
22084647,117,1,81.51
8034652,176,1,81.5
15518290,262,1,81.5
20036190,488,1,81.5
20277542,516,1,81.5
21103630,400,1,81.5
21807321,407,1,81.5
21850536,387,1,81.5
22105112,99,1,81.5
22211195,24,1,81.5
14595454,509,1,81.49
18354314,60,2,81.49
20435013,485,1,81.49
20542554,485,1,81.49
20606331,3,1,81.49
21569572,522,2,81.49
21850563,371,1,81.49
21871428,384,1,81.49
21917427,204,1,81.49
21995007,240,1,81.49
21995442,240,1,81.49
22196730,17,2,81.49
3379008,114,2,81.48
8275950,39,1,81.48
10725164,251,1,81.48
14573449,433,2,81.48
16170695,347,1,81.48
16398766,429,1,81.48
19054276,468,1,81.48
20728332,497,1,81.48
21768987,439,1,81.48
22177002,33,2,81.48
22197863,33,1,81.48
9686592,427,1,81.47
9758344,433,1,81.47
12325536,538,1,81.47
12636639,116,1,81.47
13722017,389,1,81.47
15765931,196,1,81.47
17642392,243,1,81.47
17778894,450,1,81.47
19473230,499,1,81.47
20193178,247,1,81.47
20298517,379,1,81.47
20420958,132,1,81.47
21126194,507,1,81.47
21416785,517,1,81.47
21423853,548,1,81.47
21425638,374,1,81.47
21503906,576,1,81.47
21588371,175,1,81.47
21592367,440,2,81.47
21596609,507,1,81.47
21857653,392,1,81.47
21876715,380,1,81.47
21904251,75,2,81.47
21965472,267,1,81.47
21974683,242,2,81.47
22068331,130,1,81.47
195490,572,1,81.46
2903062,489,1,81.46
3264383,477,1,81.46
4593413,365,1,81.46
5866307,496,1,81.46
9040656,498,1,81.46
9985805,297,1,81.46
10083441,513,1,81.46
10384794,519,1,81.46
11489588,298,1,81.46
11699555,418,1,81.46
12661977,559,1,81.46
15888300,475,1,81.46
16877614,557,1,81.46
17183105,452,1,81.46
18347489,417,1,81.46
18959655,469,1,81.46
19227208,549,1,81.46
19525148,537,1,81.46
20588480,484,1,81.46
21060553,457,1,81.46
21182009,518,1,81.46
21287183,566,1,81.46
21635569,494,1,81.46
21775420,436,1,81.46
22048585,151,1,81.46
22162052,47,1,81.46
22182250,27,3,81.46
7888719,372,1,81.45
10228480,393,1,81.45
15039521,358,1,81.45
19562410,444,1,81.45
20020633,574,1,81.45
20827830,56,1,81.45
21610257,501,1,81.45
21661470,484,1,81.45
21903990,234,2,81.45
22092958,11,2,81.45
22144288,74,1,81.45
3887767,574,1,81.44
4005328,483,1,81.44
7406175,413,1,81.44
10173617,93,1,81.44
10855183,2,2,81.44
11275309,490,1,81.44
13883147,348,1,81.44
20295503,437,2,81.44
21378589,547,1,81.44
21633078,476,1,81.44
21655897,485,1,81.44
21907458,323,1,81.44
21987154,246,1,81.44
22000022,233,1,81.44
22029047,182,1,81.44
22106662,98,1,81.44
22111303,91,2,81.44
22133061,79,2,81.44
22144265,73,1,81.44
22216508,2,2,81.44
96252,527,1,81.43
7320668,574,2,81.43
15019362,388,2,81.43
22037020,168,1,81.43
22145250,73,1,81.43
7243803,494,1,81.42
8511864,8,2,81.42
8818220,117,2,81.42
10036676,497,1,81.42
12116289,387,2,81.42
12197275,292,1,81.42
12443906,481,1,81.42
20146324,358,2,81.42
21607412,502,1,81.42
21631186,412,1,81.42
21987871,246,1,81.42
22028200,184,1,81.42
22172175,38,2,81.42
2413315,514,1,81.41
8015065,386,1,81.41
11636927,543,1,81.41
12901918,187,1,81.41
15468722,323,1,81.41
18754490,511,1,81.41
20251217,259,1,81.41
20290550,458,1,81.41
21695620,454,1,81.41
21987120,242,1,81.41
22003060,229,1,81.41
22077647,122,1,81.41
20382548,406,1,81.4
20430185,565,1,81.4
21592404,509,1,81.4
21867865,386,1,81.4
8263107,465,1,81.39
12566869,402,1,81.39
18979256,376,1,81.39
20503114,384,1,81.39
20534880,448,1,81.39
20704172,374,1,81.39
21638577,492,2,81.39
21691753,472,1,81.39
21726426,457,1,81.39
21895183,363,1,81.39
22157513,64,1,81.39
22163046,56,1,81.39
18059716,40,1,81.38
21405900,496,1,81.38
21810805,420,1,81.38
21867408,386,1,81.38
11364297,250,1,81.37
14822034,523,1,81.37
18824144,557,1,81.37
20464137,92,2,81.37
20735736,499,1,81.37
21199526,413,1,81.37
21583444,514,1,81.37
21632134,472,1,81.37
21909387,334,1,81.37
22031727,178,1,81.37
5552016,147,1,81.36
13420849,401,1,81.36
13573444,32,2,81.36
18899984,543,1,81.36
21327984,441,1,81.36
21536752,252,2,81.36
21636814,493,1,81.36
21750069,448,1,81.36
21823043,412,1,81.36
21853136,150,1,81.36
21932071,297,1,81.36
22026122,188,1,81.36
22032250,114,2,81.36
22048819,144,1,81.36
22055184,66,2,81.36
22063959,135,1,81.36
22064071,115,1,81.36
22066776,120,2,81.36
22074368,124,2,81.36
22090300,102,2,81.36
22099844,102,2,81.36
22120598,88,2,81.36
22223038,0,2,81.36
10809752,59,1,81.35
14885812,465,1,81.35
18413567,203,1,81.35
20850182,556,1,81.35
21170294,121,1,81.35
21186195,542,1,81.35
21477345,572,1,81.35
21573267,522,1,81.35
21673476,479,1,81.35
21673544,479,1,81.35
21681434,476,1,81.35
21777902,435,1,81.35
21784966,427,1,81.35
21855098,12,2,81.35
22003881,228,1,81.35
22041648,120,1,81.35
22068547,115,1,81.35
22113521,93,1,81.35
22138879,77,1,81.35
22155857,65,1,81.35
22166081,59,1,81.35
22167625,58,1,81.35
22202519,11,1,81.35
11513122,248,1,81.34
15099129,109,1,81.34
18560956,241,1,81.34
18931195,322,1,81.34
19204030,484,1,81.34
20795190,385,1,81.34
21525923,266,2,81.34
21533796,550,1,81.34
21675171,475,1,81.34
21705344,432,1,81.34
21912485,330,1,81.34
21951436,2,2,81.34
22053879,146,1,81.34
22091381,108,2,81.34
22122452,87,1,81.34
22146735,72,1,81.34
22216170,20,1,81.34
6868393,240,1,81.33
14844103,422,1,81.33
21592854,504,1,81.33
21616676,499,1,81.33
21658344,484,1,81.33
21686374,474,1,81.33
21914560,327,1,81.33
21931516,298,2,81.33
21931612,304,1,81.33
22096449,107,1,81.33
22121598,65,2,81.33
22206762,27,1,81.33
22233282,2,1,81.33
12943922,264,1,81.32
20785071,361,1,81.32
21218549,529,1,81.32
21662279,482,1,81.32
21967040,265,1,81.32
22109594,96,1,81.32
22169866,41,2,81.32
4894246,86,1,81.31
20529886,506,1,81.31
20604512,366,1,81.31
20841037,242,1,81.31
21739817,452,1,81.31
21761174,443,1,81.31
21889071,369,1,81.31
21960782,272,1,81.31
22150008,26,1,81.31
13130245,352,2,81.3
14715662,436,1,81.3
17051814,170,3,81.3
21548694,549,1,81.3
21598989,506,1,81.3
21625155,431,2,81.3
21719027,461,1,81.3
21983243,247,1,81.3
22131015,74,2,81.3
22133010,68,2,81.3
8270284,302,1,81.29
9313512,514,1,81.29
12821364,498,1,81.29
12994726,96,1,81.29
14469053,116,1,81.29
21620820,498,1,81.29
21707258,459,1,81.29
21934726,244,1,81.29
15518573,329,1,81.28
18508270,142,1,81.28
20390859,78,1,81.28
21304711,522,1,81.28
21673192,479,1,81.28
21763613,440,1,81.28
21779411,434,1,81.28
21789728,427,1,81.28
21821925,393,2,81.28
21841531,403,1,81.28
1678619,569,1,81.27
16651584,208,1,81.27
17028233,331,1,81.27
20909482,387,1,81.27
21524329,566,1,81.27
21533778,546,1,81.27
21759663,444,1,81.27
21912420,189,1,81.27
21956180,277,1,81.27
21981265,251,1,81.27
22160357,62,1,81.27
17396772,56,2,81.26
18326010,506,1,81.26
20280193,479,1,81.26
21184928,404,1,81.26
21289118,572,1,81.26
21447206,502,1,81.26
21474711,554,1,81.26
21497314,567,1,81.26
21499615,546,1,81.26
21511277,573,1,81.26
21519393,515,1,81.26
21541997,553,1,81.26
21542077,554,1,81.26
21550433,546,1,81.26
21646859,488,1,81.26
21680213,477,1,81.26
21686633,473,1,81.26
21750641,448,1,81.26
21845355,400,1,81.26
22065970,130,1,81.26
22074896,124,1,81.26
22077519,122,1,81.26
22205707,16,2,81.26
22214569,21,1,81.26
9629574,323,1,81.25
19408356,245,1,81.25
21219688,286,1,81.25
21223513,545,1,81.25
21251105,491,1,81.25
21519601,568,1,81.25
21604397,503,1,81.25
21639220,492,1,81.25
21654132,408,1,81.25
21668639,442,1,81.25
21693465,469,1,81.25
21694108,471,1,81.25
21696235,470,2,81.25
21718377,461,1,81.25
21741107,451,1,81.25
21741957,451,1,81.25
21755155,422,1,81.25
21778961,434,1,81.25
21836899,406,1,81.25
21874389,382,1,81.25
21925837,310,1,81.25
21998534,236,1,81.25
6503361,361,1,81.24
9436070,319,1,81.24
15327033,424,1,81.24
19841509,35,1,81.24
21020760,425,1,81.24
21129099,254,1,81.24
21643261,491,1,81.24
21707301,465,1,81.24
21780092,434,1,81.24
21793317,426,1,81.24
21899503,349,1,81.24
21936356,298,1,81.24
21985993,247,1,81.24
22046787,151,1,81.24
14965137,175,2,81.23
18888951,500,1,81.23
19592628,480,1,81.23
21779486,386,1,81.23
21930127,306,1,81.23
21939957,288,1,81.23
22036376,170,1,81.23
22045059,29,2,81.23
20259096,443,1,81.22
21590905,510,1,81.22
21712182,412,1,81.22
21804494,422,1,81.22
21861048,344,1,81.22
22024049,63,1,81.22
14597680,364,2,81.21
21316429,435,1,81.21
21899686,357,1,81.21
12528900,278,1,81.2
20610308,522,1,81.2
20642374,407,1,81.2
21628114,474,1,81.2
21728313,63,2,81.2
21731764,455,1,81.2
21798373,418,2,81.2
21824038,414,1,81.2
21930658,304,1,81.2
21931503,304,1,81.2
22228954,0,2,81.2
8522018,472,1,81.19
20602340,500,1,81.19
21245227,353,1,81.19
21658376,485,1,81.19
21810982,416,1,81.19
21870381,385,1,81.19
21954355,279,1,81.19
7805551,3,2,81.18
14015075,403,1,81.18
18172782,91,1,81.18
21970206,245,1,81.18
2072990,332,1,81.17
11858304,546,1,81.17
19366734,477,1,81.17
20341352,267,1,81.17
20599296,519,1,81.17
21563385,477,1,81.17
21699592,469,1,81.17
21956730,276,1,81.17
22130089,79,2,81.17
17572149,507,1,81.16
19360759,514,1,81.16
19972537,478,1,81.16
21673839,479,1,81.16
21698166,470,1,81.16
21765911,49,2,81.16
21793711,427,1,81.16
22161508,58,2,81.16
22213117,22,1,81.16
171669,419,1,81.15
17965388,71,1,81.15
19517916,292,1,81.15
20838940,59,1,81.15
21527343,562,1,81.15
21566764,426,1,81.15
21830143,410,1,81.15
18954787,163,1,81.14
20065160,513,1,81.14
21297558,390,1,81.14
21594030,508,2,81.14
21798519,424,1,81.14
21903111,351,1,81.14
21953915,279,1,81.14
22004155,147,2,81.14
22008511,220,1,81.14
22147588,35,2,81.14
15083632,56,3,81.13
18665001,23,2,81.13
21186062,544,1,81.13
21595132,508,1,81.13
21742409,451,1,81.13
21794096,427,1,81.13
21958466,274,1,81.13
7014937,450,1,81.12
10057066,374,1,81.12
13377303,85,2,81.12
18639516,484,1,81.12
19002918,531,1,81.12
20577919,22,2,81.12
20716693,350,1,81.12
21614845,500,1,81.12
21784518,432,1,81.12
21802557,423,1,81.12
21902726,328,1,81.12
21912619,329,1,81.12
21982369,250,1,81.12
22163250,10,2,81.12
20264477,435,1,81.11
20515169,504,1,81.11
21249147,564,1,81.11
21663450,483,1,81.11
21730584,456,1,81.11
21800200,367,1,81.11
21805630,379,2,81.11
21936350,284,1,81.11
21980254,252,1,81.11
22228535,8,1,81.11
12970016,513,1,81.1
15709167,476,1,81.1
19137419,191,1,81.1
20951281,382,1,81.1
21578269,519,1,81.1
21789039,425,1,81.1
21956422,267,1,81.1
21970038,246,1,81.1
21984266,249,1,81.1
22014950,209,1,81.1
12908616,342,2,81.09
20377643,147,2,81.09
21507696,562,1,81.09
21615913,499,1,81.09
21809083,377,1,81.09
21841966,403,1,81.09
21885868,372,1,81.09
10545299,352,1,81.08
21480325,521,2,81.08
21583252,515,1,81.08
21594649,508,1,81.08
21953805,279,1,81.08
21977303,255,1,81.08
5757153,415,2,81.07
14491412,455,1,81.07
19977806,517,2,81.07
20837590,131,1,81.07
21396136,340,1,81.07
21910848,332,1,81.07
21927729,309,1,81.07
22069159,129,1,81.07
17580125,303,1,81.06
18322544,104,1,81.06
20004577,511,1,81.06
20614412,26,2,81.06
20682181,466,2,81.06
21564832,532,1,81.06
21625127,497,1,81.06
21773988,437,1,81.06
21804569,422,1,81.06
21851180,396,1,81.06
21884590,350,2,81.06
21956527,276,1,81.06
21973512,259,1,81.06
22155043,66,1,81.06
22165023,59,1,81.06
9681672,428,1,81.05
11155078,308,1,81.05
20683771,474,1,81.05
21698933,466,1,81.05
21893609,365,1,81.05
21936323,292,2,81.05
21964773,268,1,81.05
21985202,248,1,81.05
22034621,173,1,81.05
22047934,152,1,81.05
22197525,14,1,81.05
6415130,303,1,81.04
8268859,68,1,81.04
8936686,436,1,81.04
10194864,497,1,81.04
12763148,495,1,81.04
12777479,498,1,81.04
12820184,3,1,81.04
14393850,440,1,81.04
15669389,375,1,81.04
17933235,146,1,81.04
18055281,474,1,81.04
18918142,493,1,81.04
19042497,565,1,81.04
20214518,535,1,81.04
20882148,434,1,81.04
21174683,429,1,81.04
21232261,166,1,81.04
21256662,113,1,81.04
21441130,499,1,81.04
21510057,549,1,81.04
21567266,522,1,81.04
21590767,511,1,81.04
21654023,486,1,81.04
21667139,481,1,81.04
21678073,478,1,81.04
21779496,1,1,81.04
21897845,360,1,81.04
21902005,353,1,81.04
21923606,242,1,81.04
22133574,79,1,81.04
22215736,20,1,81.04
1563104,502,1,81.03
6986037,457,1,81.03
10215748,484,1,81.03
10329892,384,1,81.03
12565594,484,1,81.03
13315369,488,1,81.03
13687627,477,1,81.03
13946933,30,1,81.03
15244526,501,1,81.03
15582336,536,1,81.03
16317949,571,1,81.03
17480799,503,1,81.03
18009403,508,1,81.03
18824121,418,1,81.03
19097465,16,1,81.03
19462852,533,1,81.03
19517863,480,1,81.03
20007458,264,1,81.03
20359972,121,1,81.03
20393240,29,2,81.03
20652705,477,1,81.03
20675567,435,1,81.03
21554588,541,1,81.03
21600782,505,1,81.03
21620982,498,1,81.03
21627741,496,1,81.03
21629920,495,1,81.03
21635418,487,1,81.03
21641466,491,1,81.03
21662611,483,1,81.03
21676046,478,1,81.03
21684236,475,1,81.03
21728215,454,1,81.03
21771256,439,1,81.03
21796063,426,1,81.03
21810685,420,1,81.03
21811078,420,1,81.03
21887117,372,1,81.03
21923656,316,1,81.03
21925231,313,1,81.03
22037327,168,1,81.03
22038053,167,1,81.03
22107815,97,1,81.03
22221371,15,1,81.03
22234902,0,1,81.03
2759271,508,3,81.02
13662930,492,1,81.02
15611236,252,1,81.02
18303508,549,1,81.02
19453591,107,1,81.02
20766828,258,1,81.02
21359473,564,1,81.02
21621444,498,1,81.02
21712271,464,1,81.02
21813537,419,1,81.02
21818031,417,1,81.02
21829484,379,1,81.02
22129638,79,2,81.02
22231167,3,1,81.02
7134295,322,1,81.01
8306282,248,1,81.01
19631618,253,1,81.01
21569841,525,1,81.01
21628446,496,1,81.01
21855051,394,1,81.01
17866154,363,1,81
18480667,418,1,81
21717687,461,1,81
21934296,301,1,81
21992691,242,1,81
8425881,372,1,80.99
12482753,573,1,80.99
